row_index,column,before_value,after_value,difference,type
106,salary,88599.87428165649,88653.68757811334,53.81329645685037,numerical
107,salary,40639.74906667132,40722.79986243733,83.05079576600838,numerical
108,salary,56023.40852188998,55916.85505290028,106.55346898969583,numerical
109,salary,74704.23515580778,74823.55224230529,119.3170864975109,numerical
110,salary,72191.50891743237,72119.27264348346,72.23627394890354,numerical
111,salary,79792.04609340325,79725.55913914085,66.48695426239283,numerical
112,salary,27153.856416794704,27180.940674530004,27.084257735299616,numerical
113,salary,32962.01753739129,32992.20936369622,30.191826304930146,numerical
114,salary,53389.95911141045,53282.7734311872,107.18568022325053,numerical
115,salary,62596.21156846571,62578.883639288324,17.327929177386977,numerical
116,salary,49831.58834930543,49980.411880992375,148.8235316869468,numerical
117,salary,25430.089464299166,25283.255808145757,146.8336561534088,numerical
118,salary,57448.67238447199,57597.194308573264,148.52192410127464,numerical
119,salary,47086.22917648948,47062.05933134783,24.16984514165233,numerical
120,salary,46906.415615662,46672.640132318484,233.7754833435174,numerical
121,salary,15830.743732841642,15694.070559493352,136.67317334829022,numerical
122,salary,61962.26306717472,61865.9153134012,96.34775377351616,numerical
123,salary,52178.060904281876,52115.6679742036,62.39293007827655,numerical
124,salary,76927.46834958445,76916.99702372192,10.47132586252701,numerical
125,salary,48882.38530203241,48612.03728905625,270.3480129761592,numerical
126,salary,58495.10195778534,58513.7823970331,18.680439247764298,numerical
127,salary,62477.272641578944,62371.76359074646,105.50905083248654,numerical
128,salary,23807.57662008213,23946.628877242238,139.05225716010682,numerical
129,salary,89250.4991990239,89223.48152694952,27.017672074391157,numerical
130,salary,43538.11418116075,43632.39879833403,94.28461717327446,numerical
131,salary,57418.49903213727,57529.533930128695,111.03489799142699,numerical
132,salary,59608.73010423727,59717.057428583896,108.32732434662466,numerical
133,salary,37778.23808014554,37721.59740584929,56.64067429624993,numerical
134,salary,77704.70497171405,77646.78495594191,57.92001577213523,numerical
135,salary,53989.32904031649,53966.831710387654,22.497329928832187,numerical
136,salary,46797.91044638999,46861.534183927884,63.62373753789143,numerical
137,salary,52077.61943582664,52026.54990885122,51.06952697541419,numerical
138,salary,61463.78297913535,61451.85673177632,11.926247359027911,numerical
139,salary,50161.9724721455,50189.33185377944,27.359381633941666,numerical
140,salary,63228.948655748594,63138.45946314381,90.48919260478579,numerical
141,salary,24726.91791548391,24630.107086650998,96.8108288329131,numerical
142,salary,38780.45015260264,38764.623764462245,15.826388140398194,numerical
143,salary,17917.99527786027,17915.413159355434,2.5821185048371262,numerical
144,salary,79955.12235264419,79998.51090064435,43.3885480001627,numerical
145,salary,79759.88191527402,79827.07057276917,67.18865749514953,numerical
146,salary,59399.24101299477,59289.334730937604,109.90628205716348,numerical
147,salary,34810.72893630453,34729.520443110174,81.20849319435365,numerical
148,salary,85848.17408327485,85751.09885451854,97.0752287563082,numerical
149,salary,40933.78282802432,41075.02756818346,141.24474015914166,numerical
150,salary,46801.89309642254,46789.86603740228,12.027059020256274,numerical
151,salary,52393.00108596084,52394.61401548534,1.6129295245045796,numerical
152,salary,56772.73913028454,56778.516566685896,5.777436401353043,numerical
153,salary,59657.03902556478,59585.47202419302,71.56700137176085,numerical
154,salary,60259.424562116765,60415.85151401137,156.4269518946021,numerical
155,salary,47832.13871969143,47873.2413851733,41.102665481870645,numerical
156,salary,60021.51427635069,60025.47332932848,3.959052977792453,numerical
157,salary,47161.88510756484,47051.35946544979,110.52564211505523,numerical
158,salary,58689.55155308331,58573.35830391768,116.19324916562618,numerical
159,salary,57459.37666746163,57428.48591430105,30.89075316058006,numerical
160,salary,61442.709361971814,61372.71018261463,69.99917935718258,numerical
161,salary,59569.50048531448,59462.756050759825,106.74443455465371,numerical
162,salary,43363.51437633054,43326.41857437338,37.095801957155345,numerical
163,salary,56880.65257338519,56859.0097705576,21.642802827591368,numerical
164,salary,59800.996068723296,59815.174610769325,14.178542046029179,numerical
165,salary,30633.134165769414,30582.74221863199,50.39194713742472,numerical
166,salary,45889.33464153456,45788.57457206856,100.76006946599955,numerical
167,salary,59121.708368275,59024.416279675876,97.29208859912615,numerical
168,salary,75639.38742094433,75760.68469386695,121.29727292261668,numerical
169,salary,62373.50279193101,62248.327023294834,125.17576863617433,numerical
170,salary,76585.66980466394,76621.98803449306,36.318229829121265,numerical
171,salary,44024.39914734577,44076.35378032321,51.95463297743845,numerical
172,salary,53752.85738371465,53740.72983613108,12.127547583564592,numerical
173,salary,62086.02949289177,62262.81239873229,176.78290584051865,numerical
174,salary,15104.724297503344,15154.896196806114,50.171899302769816,numerical
175,salary,72662.0482717179,72846.33857654835,184.2903048304579,numerical
176,salary,22086.3517871803,22021.245386988816,65.10640019148559,numerical
177,salary,64954.101024176045,64890.7064831867,63.394540989342204,numerical
178,salary,60302.47685813969,60355.23057400769,52.753715867998835,numerical
179,salary,14906.104962276702,14879.958398544783,26.14656373191974,numerical
180,salary,15664.081146005039,15832.64768849424,168.5665424892013,numerical
181,salary,71487.22876178758,71521.39880015068,34.170038363095955,numerical
182,salary,68220.83089529822,68116.37347331255,104.45742198567314,numerical
183,salary,36787.04533267609,36613.36369182169,173.68164085440367,numerical
184,salary,36771.816574339035,36763.99271510471,7.823859234325937,numerical
185,salary,57689.07458564331,57680.16227268999,8.912312953325454,numerical
186,salary,49808.83774267448,49840.214335005316,31.37659233083832,numerical
187,salary,65815.92823773672,65936.9972951123,121.06905737558554,numerical
188,salary,57193.7138664963,57301.62519689569,107.9113303993945,numerical
189,salary,73745.46190934803,73687.57180611439,57.89010323364346,numerical
190,salary,64551.1666687059,64421.784728525454,129.38194018044305,numerical
191,salary,60811.59573710866,60688.18362360776,123.41211350090452,numerical
192,salary,44718.12919544489,44644.44902491275,73.68017053214135,numerical
193,salary,43620.18148757233,43583.508332768426,36.673154803902435,numerical
194,salary,49223.61522942049,49254.121443317,30.506213896514964,numerical
195,salary,77614.14604905812,77534.04928936853,80.09675968959345,numerical
196,salary,43905.87905915324,43933.91825626457,28.039197111334943,numerical
197,salary,53907.93480611024,53944.13882069615,36.20401458590641,numerical
198,salary,16327.95638439036,16342.290772649949,14.334388259589105,numerical
199,salary,60137.13095066121,60024.26865095994,112.8622997012717,numerical
200,salary,83857.9742163971,83904.75688892069,46.78267252359365,numerical
201,salary,35995.428361056125,36203.5553239328,208.12696287667495,numerical
202,salary,97616.63205690138,97641.22173959267,24.589682691294,numerical
203,salary,52733.6090698498,52438.301559784675,295.3075100651258,numerical
204,salary,11406.031379234839,11530.11933643953,124.08795720469061,numerical
205,salary,44216.92640048133,44146.65162281139,70.2747776699398,numerical
206,salary,69956.57844903624,70183.14971808581,226.57126904957113,numerical
207,salary,79989.75809374706,80001.39443888365,11.636345136590535,numerical
208,salary,60771.47822377525,60603.00815437667,168.47006939857965,numerical
209,salary,73513.91631318451,73307.44656418863,206.46974899587804,numerical
210,salary,32333.2168776147,32487.190953882287,153.9740762675865,numerical
211,salary,39796.07619209138,39906.66669068311,110.59049859172956,numerical
212,salary,24808.110769973144,25030.71265854981,222.601888576668,numerical
213,salary,40924.05386012145,40925.146308678806,1.092448557355965,numerical
214,salary,61428.784796534994,61423.131808197024,5.652988337969873,numerical
215,salary,53189.83643574529,53151.56455652943,38.27187921585573,numerical
216,salary,63017.735549947734,62951.90652582181,65.82902412592375,numerical
217,salary,35952.28973754895,35913.04678210316,39.2429554457849,numerical
218,salary,36867.124597822,36888.87093105441,21.74633323240414,numerical
219,salary,53069.15314287369,52984.76306418248,84.3900786912127,numerical
220,salary,40960.28292042027,40793.35398573287,166.9289346873993,numerical
221,salary,69527.73752240142,69543.72518580285,15.987663401421742,numerical
222,salary,40588.716734337846,40502.0971744685,86.61955986934481,numerical
223,salary,42569.1613560313,42245.21758353729,323.94377249400713,numerical
224,salary,56282.591208027305,56337.847947093,55.25673906569864,numerical
225,salary,44160.677124087604,44049.8712202759,110.80590381170623,numerical
226,salary,31475.8340969388,31542.013042407874,66.17894546907337,numerical
227,salary,33509.66262751867,33573.44743817027,63.78481065159576,numerical
228,salary,58066.489376104335,58094.84837725662,28.35900115228287,numerical
229,salary,29619.327281569094,29869.009065604743,249.6817840356489,numerical
230,salary,70957.46641323216,70943.66122823492,13.805184997239849,numerical
231,salary,39644.010735473756,39615.4467787239,28.563956749858335,numerical
232,salary,59243.237254520915,59311.60449666261,68.36724214169226,numerical
233,salary,40543.810639555486,40538.26590334411,5.544736211377312,numerical
234,salary,36271.37930005453,36387.428653793926,116.04935373939952,numerical
235,salary,53691.55523435273,53564.67464359518,126.88059075755154,numerical
236,salary,65776.7520052385,65651.53456049206,125.21744474643492,numerical
237,salary,46289.48373709843,46366.06468623105,76.58094913262175,numerical
238,salary,49017.839693638096,48901.35859970424,116.48109393385676,numerical
239,salary,62111.26041624202,62172.17027688629,60.90986064427125,numerical
240,salary,62607.90875377334,62644.90903839438,37.00028462103364,numerical
241,salary,49422.62419970388,49353.17537110111,69.44882860276994,numerical
242,salary,43347.801612720665,43384.51862874401,36.717016023343604,numerical
243,salary,51239.83939167547,51116.38014709705,123.45924457842193,numerical
244,salary,47136.327629174855,47036.33763654849,99.9899926263679,numerical
245,salary,54694.612277252774,54670.89350341157,23.718773841203074,numerical
246,salary,32085.94359731371,32093.836379220935,7.892781907223252,numerical
247,salary,54157.7236903812,54127.359836682415,30.363853698785533,numerical
248,salary,39225.44875743877,39268.76035382608,43.31159638731333,numerical
249,salary,63588.314172357546,63627.16081386238,38.846641504831496,numerical
250,salary,39912.98225944227,40065.918940277086,152.93668083481316,numerical
251,salary,40173.35349213602,40163.824957421515,9.528534714503621,numerical
252,salary,56680.982366176104,56800.43870929452,119.45634311841422,numerical
253,salary,50213.178332242955,50305.250883532346,92.07255128939141,numerical
254,salary,84149.77439598256,84379.17212431188,229.39772832932067,numerical
255,salary,25560.460841686214,25547.735039695985,12.725801990229229,numerical
256,salary,51647.794204321166,51605.758332175865,42.035872145301255,numerical
257,salary,66944.74227458556,67070.51169680993,125.76942222437356,numerical
258,salary,41325.29115609049,41363.834413264616,38.543257174125756,numerical
259,salary,36341.6323289018,36469.798250580185,128.16592167838826,numerical
260,salary,36937.030285305074,37008.71016510402,71.67987979894679,numerical
261,salary,25820.582305248732,25609.90609610878,210.67620913995052,numerical
262,salary,70245.56940966043,70283.20158736354,37.632177703111665,numerical
263,salary,45055.739872903876,45086.861462699024,31.121589795147884,numerical
264,salary,43279.59290299654,43292.90359324294,13.310690246398735,numerical
265,salary,18138.528885047395,18125.304579635056,13.224305412339163,numerical
266,salary,28494.371413071727,28335.157060292295,159.21435277943237,numerical
267,salary,71980.8463327864,72068.26402451024,87.41769172383647,numerical
268,salary,54546.58499150868,54583.96183431803,37.37684280934627,numerical
269,salary,67497.51244887659,67607.70811861633,110.19566973973997,numerical
270,salary,65599.88659744745,65446.01104501992,153.8755524275257,numerical
271,salary,34990.695791405895,35041.40924036042,50.71344895452785,numerical
272,salary,86447.71592980954,86424.24999605487,23.46593375466182,numerical
273,salary,79245.98893401845,79260.367735011,14.37880099254835,numerical
274,salary,41543.503368154474,41521.18740473638,22.315963418091997,numerical
275,salary,-3523.0794903982314,-3468.7186976502185,54.360792748012955,numerical
276,salary,44652.01865083885,44635.73133873969,16.287312099157134,numerical
277,salary,53574.44393182173,53469.25243931616,105.19149250556802,numerical
278,salary,41484.214478364636,41492.85702024325,8.642541878616612,numerical
279,salary,46677.16854972924,46655.751096015694,21.41745371354773,numerical
280,salary,37570.12945493308,37561.79009282019,8.339362112885283,numerical
281,salary,63824.52077530771,63505.7396277037,318.78114760401513,numerical
282,salary,50954.49860552833,51022.7622138852,68.26360835687228,numerical
283,salary,64272.71094414431,64241.24458240963,31.466361734681414,numerical
284,salary,68333.05019311905,68198.23483571723,134.81535740182153,numerical
285,salary,17385.146538700297,17477.40289038511,92.25635168481313,numerical
286,salary,38442.166837488454,38505.80341026375,63.636572775292734,numerical
287,salary,40639.56059539184,40606.82857576435,32.732019627488626,numerical
288,salary,88570.58539533174,88455.36845737974,115.21693795200554,numerical
289,salary,52235.08050350486,52252.883576972796,17.803073467934155,numerical
290,salary,62188.40894544596,62200.719553904724,12.310608458763454,numerical
291,salary,21789.62346088233,21882.056889181506,92.43342829917674,numerical
292,salary,52148.23178746282,52103.858235976775,44.37355148604547,numerical
293,salary,64674.394731743865,64793.88694523036,119.49221348649735,numerical
294,salary,62929.47627590234,62875.45097556877,54.025300333574705,numerical
295,salary,59350.99158374527,59216.40840529103,134.5831784542388,numerical
296,salary,50195.007597426884,50081.779321879156,113.22827554772812,numerical
297,salary,50923.52930938177,50917.2881554682,6.241153913564631,numerical
298,salary,24601.00737935316,24594.455928447285,6.551450905873935,numerical
299,salary,36492.00672219285,36524.79283626792,32.7861140750756,numerical
300,salary,53464.15934582245,53455.12194271061,9.037403111840831,numerical
301,salary,39260.36289610692,39358.09474771335,97.73185160643334,numerical
302,salary,60332.57370549177,60306.46429564551,26.109409846256312,numerical
303,salary,57001.73825397294,56802.110627485796,199.62762648714124,numerical
304,salary,70510.5538208299,70498.44415198332,12.109668846576824,numerical
305,salary,64373.80739228857,64173.12952351192,200.67786877664912,numerical
306,salary,53408.92113701852,53436.06023511829,27.13909809976758,numerical
307,salary,61219.706510928736,61325.425810827226,105.71929989849014,numerical
308,salary,65076.53243449484,64977.90998586659,98.62244862825173,numerical
309,salary,42388.440711380266,42530.29638001945,141.8556686391821,numerical
310,salary,45060.03502520297,45144.31814967581,84.28312447284407,numerical
311,salary,48547.60943909884,48668.25745464034,120.64801554150472,numerical
312,salary,42867.04183753476,42885.99822317822,18.956385643461545,numerical
313,salary,65235.30417595226,65136.027658377076,99.2765175751847,numerical
314,salary,40590.34187484044,40668.42341762185,78.08154278141592,numerical
315,salary,68774.77207099737,68712.31198032053,62.460090676831896,numerical
316,salary,44495.40201679426,44507.190467404595,11.78845061033644,numerical
317,salary,57085.94964259037,57068.81454331001,17.135099280363647,numerical
318,salary,52496.22723144333,52608.69681712302,112.46958567968977,numerical
319,salary,35360.302875625,35433.33557621733,73.03270059233182,numerical
320,salary,49701.654057638145,49693.59747780691,8.056579831238196,numerical
321,salary,55004.65297175896,54809.49225240494,195.1607193540185,numerical
322,salary,49035.60969334253,48972.08694668961,63.522746652917704,numerical
323,salary,29859.401622405738,29929.82385135418,70.42222894844235,numerical
324,salary,75521.43865289257,75549.44967899723,28.01102610466478,numerical
325,salary,51315.49224292604,51165.170049484754,150.3221934412868,numerical
326,salary,38085.46137254717,37904.80257530028,180.65879724689148,numerical
327,salary,74311.52035200912,74331.07126702486,19.550915015744977,numerical
328,salary,59260.84714580488,59155.141429033305,105.70571677157568,numerical
329,salary,31997.450053975863,31901.370407892104,96.07964608375914,numerical
330,salary,34332.57880400182,34399.83957688009,67.26077287826774,numerical
331,salary,46664.07920168237,46784.30307972393,120.2238780415646,numerical
332,salary,54459.60468274733,54384.5344800437,75.07020270363137,numerical
333,salary,59341.99747195883,59337.52144119761,4.476030761215952,numerical
334,salary,64252.67719292852,64245.25252633008,7.424666598439217,numerical
335,salary,58093.58609600214,58077.16568553248,16.4204104696546,numerical
336,salary,70201.18967961494,70205.24952723057,4.059847615630133,numerical
337,salary,51901.897395207045,51977.54728799106,75.64989278401481,numerical
338,salary,38605.40929282667,38538.01685815371,67.39243467296183,numerical
339,salary,49949.7369551154,49797.20920166379,152.52775345160626,numerical
340,salary,48965.29009481312,49134.2910881735,169.00099336037965,numerical
341,salary,11326.76855506262,11435.710747511625,108.94219244900523,numerical
342,salary,41579.49711356512,41469.133326440184,110.36378712493752,numerical
343,salary,54713.05599425676,54726.61919513436,13.563200877593772,numerical
344,salary,43636.76652182321,43737.83673828182,101.07021645861096,numerical
345,salary,40306.85957265501,40381.76396710762,74.90439445260563,numerical
346,salary,63670.64293706846,63716.84426806139,46.20133099293162,numerical
347,salary,36251.81262836841,36234.78993920924,17.02268915917375,numerical
348,salary,60674.33975706234,60847.070149568535,172.7303925061933,numerical
349,salary,30008.83293817573,30030.918825421675,22.08588724594665,numerical
350,salary,91411.42903589277,91359.9331099607,51.4959259320749,numerical
351,salary,46764.71709648114,46851.8246693657,87.1075728845608,numerical
352,salary,45151.02066055916,45160.6265247543,9.605864195138565,numerical
353,salary,67145.98854334878,67180.96831607414,34.97977272536082,numerical
354,salary,43719.42738790327,43739.74230806239,20.314920159122266,numerical
355,salary,71823.91712488499,71873.59468226168,49.677557376693585,numerical
356,salary,55573.9074572979,55476.06183195798,97.84562533991993,numerical
357,salary,48224.03149180656,48078.92085308956,145.11063871700026,numerical
358,salary,46624.91144944437,46768.32472176773,143.41327232335607,numerical
359,salary,68113.88255645393,68138.84101263285,24.95845617892337,numerical
360,salary,53457.308219052546,53534.39294679341,77.08472774086113,numerical
361,salary,56484.63096786155,56308.655045843785,175.9759220177657,numerical
362,salary,58115.02808905443,58221.69639992588,106.66831087144965,numerical
363,salary,51994.042778340365,51941.894213804786,52.14856453557877,numerical
364,salary,57798.08339524975,57717.461578568844,80.62181668090489,numerical
365,salary,48225.14865978514,48218.81134302194,6.33731676320167,numerical
366,salary,49252.87052260136,49155.07250154711,97.79802105425188,numerical
367,salary,33213.27607959937,33213.102909776804,0.173169822563068,numerical
368,salary,54466.40376377596,54452.769929074515,13.633834701446176,numerical
369,salary,24206.884899316694,24312.924489840083,106.03959052338905,numerical
370,salary,54253.37105916369,54404.705509377636,151.33445021394436,numerical
371,salary,45790.75975752778,45938.91133681194,148.1515792841601,numerical
372,salary,55618.77664176467,55392.32514382506,226.45149793961173,numerical
373,salary,34267.57498877486,34174.05830579053,93.51668298432924,numerical
374,salary,18209.639479420366,17982.15080303813,227.488676382236,numerical
375,salary,44737.02039539691,44617.66616795341,119.35422744350217,numerical
376,salary,34311.30996714353,34246.35814605314,64.95182109038433,numerical
377,salary,23291.649751842764,23332.70591336546,41.05616152269431,numerical
378,salary,61519.749045418546,61467.75572196929,51.99332344925642,numerical
379,salary,74018.5734071306,73969.36640003574,49.20700709486846,numerical
380,salary,38045.72846338175,38063.90493170173,18.176468319979904,numerical
381,salary,48863.437591678194,48692.50662715741,170.93096452078316,numerical
382,salary,45383.21574980282,45299.35643450643,83.85931529638765,numerical
383,salary,40116.52367035695,40066.16800777522,50.3556625817364,numerical
384,salary,59956.05820832032,59935.81800945719,20.24019886313181,numerical
385,salary,65152.121906429275,65159.81730545183,7.69539902255201,numerical
386,salary,36970.89216101594,37120.957139989245,150.064978973307,numerical
387,salary,50671.503006423554,50762.336622531664,90.83361610810971,numerical
388,salary,69267.99550900841,69191.06450655921,76.9310024492006,numerical
389,salary,60335.54304822459,60309.41014227944,26.132905945145467,numerical
390,salary,62565.46157600733,62532.517662298116,32.94391370921221,numerical
391,salary,70519.77961163622,70468.36435998415,51.415251652069855,numerical
392,salary,70322.67758559875,70349.92916818084,27.251582582088304,numerical
393,salary,65429.639454545984,65243.66149924889,185.977955297094,numerical
394,salary,52174.06122171771,52262.13266051836,88.07143880064541,numerical
395,salary,44262.75473812862,44432.10981720016,169.35507907153806,numerical
396,salary,51552.16647969778,51525.1824256306,26.984054067179386,numerical
397,salary,41983.89970964947,41954.96326713769,28.936442511781934,numerical
398,salary,20712.696904839766,20728.401329560635,15.704424720868701,numerical
399,salary,45807.514012999396,45909.452610695414,101.9385976960184,numerical
400,salary,55362.89365755831,55330.46428587658,32.42937168172648,numerical
401,salary,41190.958733507316,41284.35325011749,93.39451661017665,numerical
402,salary,47108.303191420884,47157.15265866621,48.84946724532347,numerical
403,salary,47689.449260499016,47925.61040489948,236.16114440046658,numerical
404,salary,70352.85161328333,70319.9854117671,32.86620151622628,numerical
405,salary,44608.440889626465,44410.840844854385,197.60004477207985,numerical
406,salary,70349.50073275181,70206.20682068326,143.2939120685478,numerical
407,salary,9312.642622280393,9313.835446020408,1.1928237400152284,numerical
408,salary,70217.83671993554,70320.62492933762,102.78820940207515,numerical
409,salary,69461.09172293937,69395.8408088973,65.25091404207342,numerical
410,salary,63533.820100837875,63510.72685585034,23.09324498753267,numerical
411,salary,19821.229951943427,19889.714225676584,68.48427373315644,numerical
412,salary,65283.30492833722,65186.78166824937,96.52326008784439,numerical
413,salary,49248.212364871244,49187.085424951765,61.1269399194789,numerical
414,salary,12059.938401130094,11943.165732369067,116.77266876102658,numerical
415,salary,69472.66561752044,69590.48842680869,117.82280928824912,numerical
416,salary,71662.59617823453,71816.76345941416,154.16728117963066,numerical
417,salary,21432.31892202243,21274.377423073125,157.94149894930524,numerical
418,salary,52631.3161295017,52617.09757960287,14.218549898825586,numerical
419,salary,70828.86682166274,70969.59271916923,140.72589750649058,numerical
420,salary,68452.4197018572,68492.28922021942,39.869518362218514,numerical
421,salary,62540.91576739286,62491.99184409295,48.9239232999098,numerical
422,salary,10291.206801537373,10136.590589576284,154.616211961089,numerical
